city,state_id,state,county,lat,long,population,density,military,incorporated,capital,timezone,ranking,zips
Overland Park,KS,Kansas,Johnson,38.887,-94.687,195494,1003,FALSE,TRUE,FALSE,America/Chicago,2,19
Grand Prairie,TX,Texas,Dallas,32.6872,-97.0209,194543,1039,FALSE,TRUE,FALSE,America/Chicago,2,6
Sunrise Manor,NV,Nevada,Clark,36.1785,-115.049,193781,2241,FALSE,FALSE,FALSE,America/Los_Angeles,2,8
Waco,TX,Texas,McLennan,31.5598,-97.1881,192315,605,FALSE,TRUE,FALSE,America/Chicago,2,14
Salinas,CA,California,Monterey,36.6884,-121.6317,190972,2562,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Waterbury,CT,Connecticut,New Haven,41.5583,-73.0361,189614,1456,FALSE,TRUE,FALSE,America/New_York,2,15
Clarksville,TN,Tennessee,Montgomery,36.5695,-87.342,188746,618,FALSE,TRUE,FALSE,America/Chicago,2,6
Cedar Rapids,IA,Iowa,Linn,41.9665,-91.6782,188038,720,FALSE,TRUE,FALSE,America/Chicago,2,14
Sioux Falls,SD,South Dakota,Minnehaha,43.5397,-96.732,187239,907,FALSE,TRUE,FALSE,America/Chicago,2,13
Huntington,WV,West Virginia,Cabell,38.4109,-82.4344,186034,1073,FALSE,TRUE,FALSE,America/New_York,2,35
Ontario,CA,California,San Bernardino,34.0393,-117.6064,185010,1429,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Hagerstown,MD,Maryland,Washington,39.6401,-77.7217,184755,1272,FALSE,TRUE,FALSE,America/New_York,2,5
Erie,PA,Pennsylvania,Erie,42.1168,-80.0733,184484,1926,FALSE,TRUE,FALSE,America/New_York,2,19
Vancouver,WA,Washington,Clark,45.6366,-122.5967,184463,1461,FALSE,TRUE,FALSE,America/Los_Angeles,2,10
Nampa,ID,Idaho,Canyon,43.5845,-116.5631,184428,1167,FALSE,TRUE,FALSE,America/Boise,2,3
Spartanburg,SC,South Carolina,Spartanburg,34.9437,-81.9257,182701,730,FALSE,TRUE,FALSE,America/New_York,2,6
Gastonia,NC,North Carolina,Gaston,35.2494,-81.1853,182581,577,FALSE,TRUE,FALSE,America/New_York,2,3
Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464,182437,2036,FALSE,TRUE,FALSE,America/New_York,2,19
Lorain,OH,Ohio,Lorain,41.4409,-82.184,180279,1041,FALSE,TRUE,FALSE,America/New_York,2,3
Murfreesboro,TN,Tennessee,Rutherford,35.8492,-86.4119,179951,919,FALSE,TRUE,FALSE,America/Chicago,2,7
High Point,NC,North Carolina,Guilford,35.9907,-79.9938,179913,777,FALSE,TRUE,FALSE,America/New_York,2,9
Newport News,VA,Virginia,Newport News,37.1051,-76.5185,179225,1002,FALSE,TRUE,FALSE,America/New_York,2,12
Rancho Cucamonga,CA,California,San Bernardino,34.1248,-117.5666,177603,1709,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Hemet,CA,California,Riverside,33.7341,-116.9969,177253,1125,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Santa Cruz,CA,California,Santa Cruz,36.9789,-122.0346,176428,1957,FALSE,TRUE,FALSE,America/Los_Angeles,2,7
Danbury,CT,Connecticut,Fairfield,41.4016,-73.471,176030,779,FALSE,TRUE,FALSE,America/New_York,2,3
Oceanside,CA,California,San Diego,33.2247,-117.3083,175742,1644,FALSE,TRUE,FALSE,America/Los_Angeles,2,8
Elk Grove,CA,California,Sacramento,38.416,-121.3842,174775,1605,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Pembroke Pines,FL,Florida,Broward,26.0128,-80.3382,173591,2051,FALSE,TRUE,FALSE,America/New_York,2,8
Vallejo,CA,California,Solano,38.1133,-122.2358,173256,1524,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Garden Grove,CA,California,Orange,33.7787,-117.9601,171644,3690,FALSE,TRUE,FALSE,America/Los_Angeles,2,7
Enterprise,NV,Nevada,Clark,36.0164,-115.2208,171108,1292,FALSE,FALSE,FALSE,America/Los_Angeles,2,10
Medford,OR,Oregon,Jackson,42.3372,-122.8537,170876,1243,FALSE,TRUE,FALSE,America/Los_Angeles,2,2
Cary,NC,North Carolina,Wake,35.782,-78.8191,170282,1119,FALSE,TRUE,FALSE,America/New_York,2,6
Marysville,WA,Washington,Snohomish,48.0809,-122.1561,170009,1308,FALSE,TRUE,FALSE,America/Los_Angeles,2,2
Corona,CA,California,Riverside,33.8616,-117.5649,169868,1640,FALSE,TRUE,FALSE,America/Los_Angeles,2,6
Ocala,FL,Florida,Marion,29.178,-82.1511,169383,496,FALSE,TRUE,FALSE,America/New_York,2,8
Fredericksburg,VA,Virginia,Fredericksburg,38.2992,-77.4872,168909,1072,FALSE,TRUE,FALSE,America/New_York,2,3
Manchester,NH,New Hampshire,Hillsborough,42.9848,-71.4447,162877,1315,FALSE,TRUE,FALSE,America/New_York,2,8
Bayamón,PR,Puerto Rico,Bayamón,18.3793,-66.1635,161034,2304,FALSE,FALSE,FALSE,America/Puerto_Rico,2,8
Champaign,IL,Illinois,Champaign,40.1144,-88.2735,159443,1503,FALSE,TRUE,FALSE,America/Chicago,2,6
Alexandria,VA,Virginia,Alexandria,38.8185,-77.0861,159428,4121,FALSE,TRUE,FALSE,America/New_York,2,11
Hayward,CA,California,Alameda,37.6328,-122.0772,159203,1349,FALSE,TRUE,FALSE,America/Los_Angeles,2,7
Lakewood,CO,Colorado,Jefferson,39.6977,-105.1168,157935,1416,FALSE,TRUE,FALSE,America/Denver,2,10
Frederick,MD,Maryland,Frederick,39.4336,-77.4141,156787,1172,FALSE,TRUE,FALSE,America/New_York,2,5
Lake Charles,LA,Louisiana,Calcasieu,30.2012,-93.2122,156181,674,FALSE,TRUE,FALSE,America/Chicago,2,10
Odessa,TX,Texas,Ector,31.8831,-102.3406,155998,1052,FALSE,TRUE,FALSE,America/Chicago,2,6
Tuscaloosa,AL,Alabama,Tuscaloosa,33.2348,-87.5267,155499,631,FALSE,TRUE,FALSE,America/Chicago,2,10
Warner Robins,GA,Georgia,Houston,32.597,-83.6529,155140,805,FALSE,TRUE,FALSE,America/New_York,2,4
Palmdale,CA,California,Los Angeles,34.5944,-118.1057,155079,564,FALSE,TRUE,FALSE,America/Los_Angeles,2,6
Hollywood,FL,Florida,Broward,26.0294,-80.1679,154817,2192,FALSE,TRUE,FALSE,America/New_York,2,12
Midland,TX,Texas,Midland,32.0249,-102.1137,154793,758,FALSE,TRUE,FALSE,America/Chicago,2,8
Leesburg,FL,Florida,Lake,28.7657,-81.8996,154574,249,FALSE,TRUE,FALSE,America/New_York,2,5
Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264,154468,272,FALSE,TRUE,FALSE,America/Chicago,2,6
Muskegon,MI,Michigan,Muskegon,43.2281,-86.2563,153565,998,FALSE,TRUE,FALSE,America/Detroit,2,3
Macon,GA,Georgia,Bibb,32.8065,-83.6974,153159,237,FALSE,TRUE,FALSE,America/New_York,2,21
Sunnyvale,CA,California,Santa Clara,37.3836,-122.0256,152703,2676,FALSE,TRUE,FALSE,America/Los_Angeles,2,6
Pomona,CA,California,Los Angeles,34.0585,-117.7626,151691,2548,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Escondido,CA,California,San Diego,33.1347,-117.0722,151625,1568,FALSE,TRUE,FALSE,America/Los_Angeles,2,7
Pasadena,TX,Texas,Harris,29.6583,-95.1499,151227,1339,FALSE,TRUE,FALSE,America/Chicago,2,12
New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428,149910,1840,FALSE,TRUE,FALSE,America/New_York,2,6
Fairfield,CA,California,Solano,38.2592,-122.0324,148683,1097,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Naperville,IL,Illinois,DuPage,41.7483,-88.1657,148449,1476,FALSE,TRUE,FALSE,America/Chicago,2,5
Bellevue,WA,Washington,King,47.5951,-122.1535,148164,1709,FALSE,TRUE,FALSE,America/Los_Angeles,2,7
Binghamton,NY,New York,Broome,42.1014,-75.9093,148145,1635,FALSE,TRUE,FALSE,America/New_York,2,4
Elkhart,IN,Indiana,Elkhart,41.6916,-85.9628,147567,734,FALSE,TRUE,FALSE,America/Indiana/Indianapolis,2,4
Topeka,KS,Kansas,Shawnee,39.0346,-95.6955,147458,787,FALSE,TRUE,TRUE,America/Chicago,2,24
Joliet,IL,Illinois,Will,41.5189,-88.1499,147344,886,FALSE,TRUE,FALSE,America/Chicago,2,8
Beaumont,TX,Texas,Jefferson,30.0849,-94.1451,146091,547,FALSE,TRUE,FALSE,America/Chicago,2,13
Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624,145233,6665,FALSE,TRUE,FALSE,America/New_York,2,15
Merced,CA,California,Merced,37.3057,-120.4778,145149,1390,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Pueblo,CO,Colorado,Pueblo,38.2705,-104.6112,143932,789,FALSE,TRUE,FALSE,America/Denver,2,9
Tyler,TX,Texas,Smith,32.3184,-95.3062,143796,718,FALSE,TRUE,FALSE,America/Chicago,2,9
Torrance,CA,California,Los Angeles,33.8346,-118.3417,143592,2701,FALSE,TRUE,FALSE,America/Los_Angeles,2,9
Yuma,AZ,Arizona,Yuma,32.5992,-114.5488,142847,313,FALSE,TRUE,FALSE,America/Phoenix,2,3
Metairie,LA,Louisiana,Jefferson,29.9977,-90.178,142135,2359,FALSE,FALSE,FALSE,America/Chicago,2,11
Surprise,AZ,Arizona,Maricopa,33.68,-112.4524,141664,506,FALSE,TRUE,FALSE,America/Phoenix,2,7
Athens,GA,Georgia,Clarke,33.9508,-83.3689,141532,421,FALSE,TRUE,FALSE,America/New_York,2,11
Roseville,CA,California,Placer,38.7703,-121.3196,141500,1239,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Thornton,CO,Colorado,Adams,39.9197,-104.9438,141464,1521,FALSE,TRUE,FALSE,America/Denver,2,8
Miramar,FL,Florida,Broward,25.9773,-80.3351,141191,1889,FALSE,TRUE,FALSE,America/New_York,2,4
Mesquite,TX,Texas,Dallas,32.7623,-96.5889,140937,1151,FALSE,TRUE,FALSE,America/Chicago,2,5
Olathe,KS,Kansas,Johnson,38.8832,-94.8198,140545,880,FALSE,TRUE,FALSE,America/Chicago,2,4
Santa Maria,CA,California,Santa Barbara,34.9334,-120.4432,140545,1815,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Houma,LA,Louisiana,Terrebonne,29.5799,-90.7058,140469,874,FALSE,TRUE,FALSE,America/Chicago,2,3
Carrollton,TX,Texas,Dallas,32.989,-96.8999,139248,1466,FALSE,TRUE,FALSE,America/Chicago,2,4
Grand Junction,CO,Colorado,Mesa,39.0876,-108.5673,139143,621,FALSE,TRUE,FALSE,America/Denver,2,5
Orange,CA,California,Orange,33.8038,-117.8218,138669,2086,FALSE,TRUE,FALSE,America/Los_Angeles,2,9
Fullerton,CA,California,Orange,33.8841,-117.9279,138632,2386,FALSE,TRUE,FALSE,America/Los_Angeles,2,8
Greeley,CO,Colorado,Weld,40.4151,-104.7706,137810,858,FALSE,TRUE,FALSE,America/Denver,2,6
Carolina,PR,Puerto Rico,Carolina,18.4054,-65.9792,136771,2550,FALSE,FALSE,FALSE,America/Puerto_Rico,2,9
Las Cruces,NM,New Mexico,Doña Ana,32.3265,-106.7892,136254,519,FALSE,TRUE,FALSE,America/Denver,2,7
Panama City,FL,Florida,Bay,30.1995,-85.6004,136133,382,FALSE,TRUE,FALSE,America/Chicago,2,5
Harlingen,TX,Texas,Cameron,26.1917,-97.6976,136037,626,FALSE,TRUE,FALSE,America/Chicago,2,4
West Valley City,UT,Utah,Salt Lake,40.6889,-112.0115,135248,1472,FALSE,TRUE,FALSE,America/Denver,2,11
Hampton,VA,Virginia,Hampton,37.0551,-76.363,134510,1009,FALSE,TRUE,FALSE,America/New_York,2,12
Warren,MI,Michigan,Macomb,42.4934,-83.027,133943,1505,FALSE,TRUE,FALSE,America/Detroit,2,6
Mauldin,SC,South Carolina,Greenville,34.7849,-82.3005,133872,899,FALSE,TRUE,FALSE,America/New_York,2,2
Bloomington,IL,Illinois,McLean,40.4757,-88.9703,133846,1100,FALSE,TRUE,FALSE,America/Chicago,2,6
Coral Springs,FL,Florida,Broward,26.2702,-80.2591,133759,2258,FALSE,TRUE,FALSE,America/New_York,2,6
Round Rock,TX,Texas,Williamson,30.5254,-97.666,133372,1421,FALSE,TRUE,FALSE,America/Chicago,2,5
Yakima,WA,Washington,Yakima,46.5923,-120.5496,133191,1300,FALSE,TRUE,FALSE,America/Los_Angeles,2,6
Sterling Heights,MI,Michigan,Macomb,42.5809,-83.0305,132438,1403,FALSE,TRUE,FALSE,America/Detroit,2,5
Kent,WA,Washington,King,47.3887,-122.2129,132319,1513,FALSE,TRUE,FALSE,America/Los_Angeles,2,7
Burlington,NC,North Carolina,Alamance,36.0758,-79.4686,131043,707,FALSE,TRUE,FALSE,America/New_York,2,2
Bellingham,WA,Washington,Whatcom,48.7543,-122.4687,130641,1287,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Santa Clara,CA,California,Santa Clara,37.3645,-121.968,130365,2761,FALSE,TRUE,FALSE,America/Los_Angeles,2,7
Racine,WI,Wisconsin,Racine,42.7274,-87.8135,130142,1915,FALSE,TRUE,FALSE,America/Chicago,2,8
Stamford,CT,Connecticut,Fairfield,41.1035,-73.5583,129638,1330,FALSE,TRUE,FALSE,America/New_York,2,14
Elizabeth,NJ,New Jersey,Union,40.6657,-74.1912,129216,4049,FALSE,TRUE,FALSE,America/New_York,2,5
Johnson City,TN,Tennessee,Washington,36.3406,-82.3803,127571,599,FALSE,TRUE,FALSE,America/New_York,2,7
Lynchburg,VA,Virginia,Lynchburg,37.4003,-79.1909,126814,647,FALSE,TRUE,FALSE,America/New_York,2,8
Simi Valley,CA,California,Ventura,34.2663,-118.749,126589,1167,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Fort Smith,AR,Arkansas,Sebastian,35.3493,-94.3695,125354,536,FALSE,TRUE,FALSE,America/Chicago,2,13
Kenosha,WI,Wisconsin,Kenosha,42.5864,-87.8765,124972,1378,FALSE,TRUE,FALSE,America/Chicago,2,5
Norman,OK,Oklahoma,Cleveland,35.2335,-97.3471,124880,269,FALSE,TRUE,FALSE,America/Chicago,2,8
South Lyon,MI,Michigan,Oakland,42.4614,-83.6526,124694,1219,FALSE,TRUE,FALSE,America/Detroit,2,1
Boulder,CO,Colorado,Boulder,40.0249,-105.2523,124345,1551,FALSE,TRUE,FALSE,America/Denver,2,9
Abilene,TX,Texas,Taylor,32.4543,-99.7384,123420,446,FALSE,TRUE,FALSE,America/Chicago,2,11
Lehigh Acres,FL,Florida,Lee,26.612,-81.6388,123378,514,FALSE,FALSE,FALSE,America/New_York,2,7
Pearland,TX,Texas,Brazoria,29.5585,-95.3215,122460,981,FALSE,TRUE,FALSE,America/Chicago,2,5
Berkeley,CA,California,Alameda,37.8723,-122.276,121363,4473,FALSE,TRUE,FALSE,America/Los_Angeles,2,11
Richardson,TX,Texas,Dallas,32.9717,-96.7093,121323,1639,FALSE,TRUE,FALSE,America/Chicago,2,6
Redding,CA,California,Shasta,40.5698,-122.365,121313,599,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Arvada,CO,Colorado,Jefferson,39.8321,-105.1511,121272,1207,FALSE,TRUE,FALSE,America/Denver,2,8
East Los Angeles,CA,California,Los Angeles,34.0326,-118.1691,121187,6282,FALSE,FALSE,FALSE,America/Los_Angeles,2,3
St. George,UT,Utah,Washington,37.077,-113.577,120899,449,FALSE,TRUE,FALSE,America/Denver,2,3
Billings,MT,Montana,Yellowstone,45.7891,-108.5524,120728,948,FALSE,TRUE,FALSE,America/Denver,2,10
Yuba City,CA,California,Sutter,39.1357,-121.6381,120456,1736,FALSE,TRUE,FALSE,America/Los_Angeles,2,2
Leominster,MA,Massachusetts,Worcester,42.5209,-71.7717,119690,558,FALSE,TRUE,FALSE,America/New_York,2,1
Kingsport,TN,Tennessee,Sullivan,36.5224,-82.5453,119666,397,FALSE,TRUE,FALSE,America/New_York,2,6
Duluth,MN,Minnesota,St. Louis,46.7756,-92.1392,119476,461,FALSE,TRUE,FALSE,America/Chicago,2,12
Rock Hill,SC,South Carolina,York,34.9416,-81.0244,119105,750,FALSE,TRUE,FALSE,America/New_York,2,4
Gilroy,CA,California,Santa Clara,37.0047,-121.5855,118993,1378,FALSE,TRUE,FALSE,America/Los_Angeles,2,1
Cambridge,MA,Massachusetts,Middlesex,42.3759,-71.1185,118927,7182,FALSE,TRUE,FALSE,America/New_York,2,7
Sugar Land,TX,Texas,Fort Bend,29.5935,-95.6357,118488,1130,FALSE,TRUE,FALSE,America/Chicago,2,5
Texas City,TX,Texas,Galveston,29.4128,-94.9658,118169,300,FALSE,TRUE,FALSE,America/Chicago,2,4
Iowa City,IA,Iowa,Johnson,41.6559,-91.5303,118041,1133,FALSE,TRUE,FALSE,America/Chicago,2,6
Saginaw,MI,Michigan,Saginaw,43.4199,-83.9501,117958,1087,FALSE,TRUE,FALSE,America/Detroit,2,5
Chico,CA,California,Butte,39.7575,-121.8152,117668,1191,FALSE,TRUE,FALSE,America/Los_Angeles,2,6
Dover,DE,Delaware,Kent,39.161,-75.5203,117282,622,FALSE,TRUE,TRUE,America/New_York,2,5
Clearwater,FL,Florida,Pinellas,27.9789,-82.7622,116946,1731,FALSE,TRUE,FALSE,America/New_York,2,12
Coeur d'Alene,ID,Idaho,Kootenai,47.7041,-116.7935,116834,1260,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Seaside,CA,California,Monterey,36.6224,-121.8191,116720,1410,FALSE,TRUE,FALSE,America/Los_Angeles,2,1
Independence,MO,Missouri,Jackson,39.0871,-94.3501,116672,577,FALSE,TRUE,FALSE,America/Chicago,2,10
West Jordan,UT,Utah,Salt Lake,40.6024,-112.0008,116480,1391,FALSE,TRUE,FALSE,America/Denver,2,3
Brandon,FL,Florida,Hillsborough,27.9367,-82.3,115911,1350,FALSE,FALSE,FALSE,America/New_York,2,8
El Monte,CA,California,Los Angeles,34.0739,-118.0291,115487,4663,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
North Charleston,SC,South Carolina,Charleston,32.9066,-80.0722,115382,574,FALSE,TRUE,FALSE,America/New_York,2,11
Carlsbad,CA,California,San Diego,33.1247,-117.2837,115382,1180,FALSE,TRUE,FALSE,America/Los_Angeles,2,6
St. Cloud,MN,Minnesota,Stearns,45.5339,-94.1718,115028,660,FALSE,TRUE,FALSE,America/Chicago,2,8
Temecula,CA,California,Riverside,33.4928,-117.1315,114761,1188,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Clovis,CA,California,Fresno,36.8278,-119.6831,114584,1741,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Meridian,ID,Idaho,Ada,43.6112,-116.3968,114161,1297,FALSE,TRUE,FALSE,America/Boise,2,3
The Woodlands,TX,Texas,Montgomery,30.1738,-95.5134,113819,1017,FALSE,FALSE,FALSE,America/Chicago,2,6
Ponce,PR,Puerto Rico,Ponce,18.012,-66.6198,113401,1426,FALSE,FALSE,FALSE,America/Puerto_Rico,2,7
Westminster,CO,Colorado,Adams,39.8837,-105.0624,113166,1383,FALSE,TRUE,FALSE,America/Denver,2,8
Costa Mesa,CA,California,Orange,33.6667,-117.9135,113003,2762,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Monroe,LA,Louisiana,Ouachita,32.5183,-92.0774,112891,623,FALSE,TRUE,FALSE,America/Chicago,2,9
Utica,NY,New York,Oneida,43.0961,-75.226,112650,1376,FALSE,TRUE,FALSE,America/New_York,2,6
Pompano Beach,FL,Florida,Broward,26.2428,-80.1312,112118,1802,FALSE,TRUE,FALSE,America/New_York,2,8
West Palm Beach,FL,Florida,Palm Beach,26.7468,-80.1316,111955,803,FALSE,TRUE,FALSE,America/New_York,2,9
Waterloo,IA,Iowa,Black Hawk,42.492,-92.3522,111631,423,FALSE,TRUE,FALSE,America/Chicago,2,4
Everett,WA,Washington,Snohomish,47.9525,-122.1669,111475,1296,FALSE,TRUE,FALSE,America/Los_Angeles,2,9
El Centro,CA,California,Imperial,32.7867,-115.5586,111425,1478,FALSE,TRUE,FALSE,America/Los_Angeles,2,2
Santa Fe,NM,New Mexico,Santa Fe,35.6619,-105.9819,111269,625,FALSE,TRUE,TRUE,America/Denver,2,6
Downey,CA,California,Los Angeles,33.9379,-118.1312,111126,3457,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Spring Hill,FL,Florida,Hernando,28.4797,-82.53,111076,716,FALSE,FALSE,FALSE,America/New_York,2,5
Lowell,MA,Massachusetts,Middlesex,42.6389,-71.3217,110997,3149,FALSE,TRUE,FALSE,America/New_York,2,5
Centennial,CO,Colorado,Arapahoe,39.5926,-104.8674,110937,1448,FALSE,TRUE,FALSE,America/Denver,2,8
Elgin,IL,Illinois,Kane,42.0385,-88.3229,110849,1141,FALSE,TRUE,FALSE,America/Chicago,2,5
Broken Arrow,OK,Oklahoma,Tulsa,36.0365,-95.7809,110198,688,FALSE,TRUE,FALSE,America/Chicago,2,4
Miami Gardens,FL,Florida,Miami-Dade,25.9433,-80.2426,110001,2329,FALSE,TRUE,FALSE,America/New_York,2,6
Bend,OR,Oregon,Deschutes,44.0562,-121.3087,109802,1171,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Jurupa Valley,CA,California,Riverside,34.001,-117.4705,109527,984,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Sandy Springs,GA,Georgia,Fulton,33.9366,-84.3703,109452,1122,FALSE,TRUE,FALSE,America/New_York,2,8
Gresham,OR,Oregon,Multnomah,45.5023,-122.4413,109381,1808,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Lewisville,TX,Texas,Denton,33.0452,-96.9823,109212,1148,FALSE,TRUE,FALSE,America/Chicago,2,6
Hillsboro,OR,Oregon,Washington,45.5272,-122.9361,109128,1640,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
San Buenaventura,CA,California,Ventura,34.2741,-119.2314,109106,1925,FALSE,TRUE,FALSE,America/Los_Angeles,2,8
Pottstown,PA,Pennsylvania,Montgomery,40.2507,-75.6444,108758,1798,FALSE,TRUE,FALSE,America/New_York,2,1
Inglewood,CA,California,Los Angeles,33.9566,-118.3444,108151,4604,FALSE,TRUE,FALSE,America/Los_Angeles,2,11
League City,TX,Texas,Galveston,29.4873,-95.1087,107536,809,FALSE,TRUE,FALSE,America/Chicago,2,7
Eau Claire,WI,Wisconsin,Eau Claire,44.8199,-91.4949,107404,812,FALSE,TRUE,FALSE,America/Chicago,2,3
Turlock,CA,California,Stanislaus,37.5053,-120.8588,107317,1679,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Temple,TX,Texas,Bell,31.1076,-97.3894,107258,429,FALSE,TRUE,FALSE,America/Chicago,2,5
Sioux City,IA,Iowa,Woodbury,42.4959,-96.3901,106455,545,FALSE,TRUE,FALSE,America/Chicago,2,8
Salisbury,MD,Maryland,Wicomico,38.3756,-75.5867,106447,927,FALSE,TRUE,FALSE,America/New_York,2,3
Davie,FL,Florida,Broward,26.0789,-80.287,106306,1175,FALSE,TRUE,FALSE,America/New_York,2,8
Daly City,CA,California,San Mateo,37.6862,-122.4685,106280,5370,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Highlands Ranch,CO,Colorado,Douglas,39.5419,-104.9708,105631,1680,FALSE,FALSE,FALSE,America/Denver,2,4
Allen,TX,Texas,Collin,33.1088,-96.6735,105623,1544,FALSE,TRUE,FALSE,America/Chicago,2,2
West Covina,CA,California,Los Angeles,34.0555,-117.9112,105101,2529,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Sparks,NV,Nevada,Washoe,39.5729,-119.7157,105006,1131,FALSE,TRUE,FALSE,America/Los_Angeles,2,6
Wichita Falls,TX,Texas,Wichita,33.9072,-98.5291,104683,561,FALSE,TRUE,FALSE,America/Chicago,2,9
San Mateo,CA,California,San Mateo,37.5521,-122.3122,104430,3312,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Norwalk,CA,California,Los Angeles,33.9069,-118.0829,103949,4133,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Rialto,CA,California,San Bernardino,34.1174,-117.3894,103526,1665,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Manteca,CA,California,San Joaquin,37.7927,-121.2264,103420,1498,FALSE,TRUE,FALSE,America/Los_Angeles,2,2
Arden-Arcade,CA,California,Sacramento,38.6034,-121.381,102864,2235,FALSE,TRUE,FALSE,America/Los_Angeles,2,7
El Cajon,CA,California,San Diego,32.8017,-116.9605,102708,2732,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Burbank,CA,California,Los Angeles,34.1879,-118.3235,102511,2285,FALSE,TRUE,FALSE,America/Los_Angeles,2,13
Longmont,CO,Colorado,Boulder,40.1686,-105.1005,102474,1306,FALSE,TRUE,FALSE,America/Denver,2,3
Renton,WA,Washington,King,47.4784,-122.1919,101751,1676,FALSE,TRUE,FALSE,America/Los_Angeles,2,5
Vista,CA,California,San Diego,33.1896,-117.2386,101638,2093,FALSE,TRUE,FALSE,America/Los_Angeles,2,4
Logan,UT,Utah,Cache,41.74,-111.8419,101616,1126,FALSE,TRUE,FALSE,America/Denver,2,3
Prescott Valley,AZ,Arizona,Yavapai,34.5983,-112.3176,101539,439,FALSE,TRUE,FALSE,America/Phoenix,2,4
Vacaville,CA,California,Solano,38.359,-121.968,101444,1330,FALSE,TRUE,FALSE,America/Los_Angeles,2,2
Edinburg,TX,Texas,Hidalgo,26.3197,-98.1596,101170,873,FALSE,TRUE,FALSE,America/Chicago,2,4
Carmel,IN,Indiana,Hamilton,39.965,-86.146,101068,795,FALSE,TRUE,FALSE,America/Indiana/Indianapolis,2,6
Spokane Valley,WA,Washington,Spokane,47.6626,-117.2346,101060,1034,FALSE,TRUE,FALSE,America/Los_Angeles,2,8
San Angelo,TX,Texas,Tom Green,31.4424,-100.4506,101004,653,FALSE,TRUE,FALSE,America/Chicago,2,9
La Crosse,WI,Wisconsin,La Crosse,43.824,-91.2268,100693,911,FALSE,TRUE,FALSE,America/Chicago,2,3
Idaho Falls,ID,Idaho,Bonneville,43.4872,-112.0362,100442,1011,FALSE,TRUE,FALSE,America/Boise,2,4
Holland,MI,Michigan,Ottawa,42.7677,-86.0985,100432,768,FALSE,TRUE,FALSE,America/Detroit,2,2
Charlottesville,VA,Virginia,Charlottesville,38.0375,-78.4855,100416,1781,FALSE,TRUE,FALSE,America/New_York,2,6
Longview,TX,Texas,Gregg,32.5193,-94.7621,100330,565,FALSE,TRUE,FALSE,America/Chicago,2,8
Tracy,CA,California,San Joaquin,37.7269,-121.4522,100049,1412,FALSE,TRUE,FALSE,America/Los_Angeles,2,3
Boca Raton,FL,Florida,Palm Beach,26.3752,-80.108,99805,1320,FALSE,TRUE,FALSE,America/New_York,3,11
Lee's Summit,MO,Missouri,Jackson,38.9172,-94.3816,99357,601,FALSE,TRUE,FALSE,America/Chicago,3,5
Rio Rancho,NM,New Mexico,Sandoval,35.2872,-106.6981,99178,370,FALSE,TRUE,FALSE,America/Denver,3,4
South Fulton,GA,Georgia,Fulton,33.6269,-84.5802,99155,451,FALSE,TRUE,FALSE,America/New_York,3,7
Beaverton,OR,Oregon,Washington,45.4779,-122.8168,99037,1952,FALSE,TRUE,FALSE,America/Los_Angeles,3,9
Lawrence,KS,Kansas,Douglas,38.9597,-95.2641,98648,1110,FALSE,TRUE,FALSE,America/Chicago,3,5
Bismarck,ND,North Dakota,Burleigh,46.8144,-100.7694,98345,827,FALSE,TRUE,TRUE,America/Chicago,2,5
Orem,UT,Utah,Utah,40.2983,-111.6992,97828,2044,FALSE,TRUE,FALSE,America/Denver,2,4
